id;ingredient;similars;co2id
408;4 English muffins, split, toasted;"['Eggplants' 'Anglerfish' 'Chick peas' 'Sesame seed' 'Cauliflowers'
 'Button squash' 'Quinoa' 'Sunflower seed' 'Kiwi fruit' 'Pistachios']";0
409;Salz und Pfeffer;"['Sunflower seed' 'Blueberries' 'Salmon' 'Mustard seed' 'Diamond fish'
 'Cauliflowers' 'Peppers' 'Mandarin' 'Cantelope' 'Mandarins']";0
410;1 tablespoon vegetable oil;"['Coconut milk' 'Almond milk' 'Raspberries' 'Buffalo milk' 'Gooseberries'
 'Lentils' 'Rutabage' 'Cantelope' 'Tangerines' 'Sesame seed']";0
411;7 Spring roll pastry sheets, each measuring 20cm x 20cm;"['Sunflower seed' 'Spinach' 'Pistachios' 'Sesame seed' 'Ling common'
 'Green beans' 'Mustard seed' 'Strawberries' 'Strawberries' 'Soybean']";0
412;1 red chilli, finely diced;"['Mustard seed' 'Zucchini' 'Pineapples' 'Kiwi fruit' 'Nectarines'
 'Cranberries' 'Green beans' 'Cauliflowers' 'Fennel' 'Barley']";0
413;1 dash(es) Chili Powder;"['Cauliflowers' 'Cashew nut' 'Chick peas' 'Celery' 'Sunflower seed'
 'Cowpeas' 'Chicken' 'Peaches' 'Cherries' 'Sea bass']";0
414;1 1/2 teaspoons pure vanilla extract;"['Coconut milk' 'Cashew nut' 'Pineapples' 'Gooseberries' 'Butter beans'
 'Cauliflowers' 'Button squash' 'Apricot' 'Peanuts' 'Peppers']";0
415;1 tablespoon water;"['Cauliflowers' 'Rutabage' 'Raspberries' 'Strawberries' 'Strawberries'
 'Butter' 'Salmon' 'Button squash' 'Peppers' 'Lobster']";0
416;1 1/2 cup Chickpeas;"['Chick peas' 'Chicken' 'Cowpeas' 'Quinces' 'Artichokes' 'Butter beans'
 'Cheese' 'Apples' 'Peppers' 'Cherries']";0
417;1 1/2 tsp. Dijon mustard;"['Mustard seed' 'Button squash' 'Diamond fish' 'Rhombus' 'Lobster'
 'Octopus' 'Spinach' 'Pilchard' 'Asparagus' 'Pistachios']";0
418;1 1/2 tablespoons fresh lemon juice;"['Rape seed' 'Cantelope' 'Cashew nut' 'Grapefruit' 'Cuttlefish'
 'Raspberries' 'Almond milk' 'Green beans' 'Mustard seed' 'Diamond fish']";0
419;1 cup Spice and Brown Sugar-Rubbed Pork Tenderloin;"['Strawberries' 'Strawberries' 'Mandarin' 'Kangaroo' 'Rockmelon'
 'Mandarins' 'Tangerines' 'Blueberries' 'Cranberries' 'Mustard seed']";0
420;1/4 teaspoon paprika powder;"['Strawberries' 'Cauliflowers' 'Coconut milk' 'Strawberries' 'Peppers'
 'Mandarin' 'Mandarins' 'Cantelope' 'Asparagus' 'Shark mako']";0
421;1/2 teaspoon freshly ground black pepper;"['Almond milk' 'Coconut milk' 'Cantelope' 'Chick peas' 'Ground nuts'
 'Raspberries' 'Green beans' 'Gooseberries' 'Butter beans' 'Button squash']";0
422;Freshly Cracked Black Pepper;"['Peppers' 'Cantelope' 'Chick peas' 'Mustard seed' 'Celery' 'Mackerel'
 'Pineapples' 'Grapefruit' 'Green beans' 'Almond milk']";0
423;2 tablespoons kosher salt;"['Cashew nut' 'Raspberries' 'Cauliflowers' 'Diamond fish' 'Strawberries'
 'Strawberries' 'Gooseberries' 'Button squash' 'Peppers' 'Sunflower seed']";0
424;1/2 cup unsweetened cocoa (not Dutch process);"['Pistachios' 'Coconut milk' 'Sunflower seed' 'Peaches' 'Lettuce' 'Peanuts'
 'Potatoes' 'Tomatoes' 'Tomatoes' 'Rape seed']";0
425;2 tablespoons chopped fresh sage;"['Diamond fish' 'Raspberries' 'Gooseberries' 'Peppers' 'Rutabage'
 'Rape seed' 'Porbeagle' 'Rock fish' 'Pistachios' 'Artichokes']";0
426;1/4 cup mayonnaise;"['Mandarins' 'Ling common' 'Guavas' 'Diamond fish' 'Almonds' 'Tomatoes'
 'Currants' 'Mandarin' 'Rutabage' 'Tomatoes']";0
427;1/2 cup Fresh Coriander, chopped;"['Cantelope' 'Cranberries' 'Sesame seed' 'Mustard seed' 'Sunflower seed'
 'Pineapples' 'Artichokes' 'Diamond fish' 'Spinach' 'Apricot']";0
428;8 cups chicken or pork stock;"['Chick peas' 'Chicken' 'Mushrooms' 'Pistachios' 'Apricot' 'Sunflower seed'
 'Pumpkins' 'Cherries' 'Gherkins' 'Zucchini']";0
429;1 pound sharp Cheddar cheese, shredded;"['Sunflower seed' 'Sesame seed' 'Mustard seed' 'Button squash' 'Cheese'
 'Peaches' 'Cherries' 'Rape seed' 'Ground nuts' 'Raspberries']";
430;¼ cup brown sugar;"['Button squash' 'Cucumbers' 'Prawns' 'Sunflower seed' 'Pumpkins'
 'Kangaroo' 'Mushrooms' 'Aubergines' 'Blueberries' 'Tuna']";0
431;1 pint part-skim ricotta cheese;"['Artichokes' 'Pistachios' 'Carrots' 'Spinach' 'Apricot' 'Kiwi fruit'
 'Raspberries' 'Diamond fish' 'Strawberries' 'Mustard seed']";
432;1/2 Onion;"['Onion' 'Mandarin' 'Mandarins' 'Tangerines' 'Corn' 'Ling common' 'Lemon'
 'Diamond fish' 'Quinoa' 'Melons']";
433;¾ teaspoon finely grated ginger;"['Rape seed' 'Aubergines' 'Green beans' 'Coconut milk' 'Diamond fish'
 'Ginger' 'Orange' 'Fennel' 'Herring' 'Whiting']";0
434;1/2 teaspoon freshly ground pepper;"['Cantelope' 'Ground nuts' 'Gooseberries' 'Button squash' 'Peppers'
 'Kangaroo' 'Asparagus' 'Rock fish' 'Tangerines' 'Cuttlefish']";0
435;2 tsp fresh chopped rosemary;"['Peppers' 'Artichokes' 'Sesame seed' 'Green beans' 'Peaches'
 'Sunflower seed' 'Mushrooms' 'Rape seed' 'Cantelope' 'Pistachios']";0
436;¾ teaspoon freshly ground white pepper;"['Ground nuts' 'Cantelope' 'Kiwi fruit' 'Almond milk' 'Sesame seed'
 'Gooseberries' 'Coconut milk' 'Diamond fish' 'Button squash' 'Peppers']";0
437;1/4 cup Sweet Vermouth;"['Beetroot' 'Kiwi fruit' 'Watermelons' 'Trout' 'Turbot' 'Swedes' 'Octopus'
 'Apricot' 'Chestnuts' 'Cucumbers']";0
438;2 8oz. packages of Mozzarella Cheese (I buy the blocks of cheese);"['Gooseberries' 'Mackerel' 'Hazelnuts' 'Chick peas' 'Green beans'
 'Watermelons' 'Sesame seed' 'Mustard seed' 'Cheese' 'Peaches']";
439;3/4 cup raisins;"['Pumpkins' 'Currants' 'Aubergines' 'Nectarines' 'Prawns' 'Butter beans'
 'Quinces' 'Gherkins' 'Asparagus' 'Rock fish']";0
440;6 fresh oysters, top shells discarded;"['Sunflower seed' 'Sesame seed' 'Mustard seed' 'Potatoes' 'Rape seed'
 'Watermelons' 'Green beans' 'Butter beans' 'Gooseberries' 'Button squash']";0
441;2 cups whip cream;"['Capsicums' 'Mushrooms' 'Chick peas' 'Cream' 'Cowpeas' 'Quinces' 'Chicken'
 'Rice' 'Coconut milk' 'Butter beans']";
442;4 teaspoons Dijon mustard;"['Capsicums' 'Cashew nut' 'Mustard seed' 'Button squash' 'Peanuts'
 'Rape seed' 'Watermelons' 'Butter beans' 'Diamond fish' 'Coconut milk']";0
443;1/4 cup chopped fresh cilantro, leaves;"['Green beans' 'Butter beans' 'Currants' 'Gherkins' 'Mushrooms' 'Eggplants'
 'Rape seed' 'Pineapples' 'Grapefruit' 'Cranberries']";0
444;2 cup shredded cheddar cheese;"['Green beans' 'Mustard seed' 'Nectarines' 'Blueberries' 'Butter beans'
 'Cheese' 'Sunflower seed' 'Peaches' 'Cherries' 'Rape seed']";
445;1 1/4 cup buttermilk;"['Coconut milk' 'Butter' 'Buffalo milk' 'Cucumbers' 'Aubergines'
 'Blueberries' 'Raspberries' 'Almond milk' 'Watermelons' 'Butter beans']";
446;3 chopped plum tomatoes;"['Tomatoes' 'Potatoes' 'Tomatoes' 'Ground nuts' 'Apples' 'Cowpeas'
 'Cucumbers' 'Eggplants' 'Nectarines' 'Cuttlefish']";0
447;2 tablespoons water;"['Cauliflowers' 'Lobster' 'Rutabage' 'Raspberries' 'Strawberries'
 'Strawberries' 'Gooseberries' 'Melons' 'Salmon' 'Melons']";0
448;lettuce;"['Lettuce' 'Butter' 'Peaches' 'Quinces' 'Beetroot' 'Potatoes' 'Cucumbers'
 'Chestnuts' 'Rice' 'Duck']";
449;Confectioners’ sugar, for dusting;"['Coconut milk' 'Sunflower seed' 'Nectarines' 'Button squash' 'Herring'
 'Grapefruit' 'Kiwi fruit' 'Cranberries' 'Cauliflowers' 'Gooseberries']";0
450;1 1/2 cup heavy cream;"['Cream' 'Guavas' 'Peaches' 'Pilchard' 'Cherries' 'Sea bass' 'Mackerel'
 'Mushrooms' 'Asparagus' 'Shark mako']";
451;3 quarts water;"['Butter' 'Mustard seed' 'Butter beans' 'Lobster' 'Carrots' 'Button squash'
 'Rutabage' 'Currants' 'Potatoes' 'Grapefruit']";0
452;1 pound spaghetti;"['Ground nuts' 'Almond milk' 'Diamond fish' 'Mustard seed' 'Yoghurt'
 'Almonds' 'Sunflower seed' 'Mandarin' 'Rutabage' 'Asparagus']";0
453;salt and pepper to taste;"['Peppers' 'Rape seed' 'Pineapples' 'Sesame seed' 'Button squash' 'Carrots'
 'Walnuts' 'Sunflower seed' 'Potatoes' 'Beetroot']";0
454;8 eggs;"['Eggs' 'Peas' 'Figs' 'Eggplants' 'Aubergines' 'Chick peas' 'Beans' 'Dates'
 'Pears' 'Melons']";
455;1/2 cup blanched slivered almonds;"['Mustard seed' 'Rape seed' 'Watermelons' 'Diamond fish' 'Butter beans'
 'Almonds' 'Sunflower seed' 'Mackerel' 'Cucumbers' 'Mandarins']";
456;pinch cumin (optional);"['Ling common' 'Whiting' 'Apricot' 'Spinach' 'Zucchini' 'Capsicums'
 'Pistachios' 'Chick peas' 'Onion' 'Button squash']";0
457;8 ounces cheddar cheese, grated;"['Mustard seed' 'Sunflower seed' 'Sesame seed' 'Rape seed' 'Nectarines'
 'Ground nuts' 'Cheese' 'Quinces' 'Peaches' 'Pilchard']";
458;Freshly ground black pepper;"['Almond milk' 'Chick peas' 'Ground nuts' 'Green beans' 'Peppers'
 'Mackerel' 'Grapefruit' 'Pineapples' 'Blueberries' 'Sesame seed']";0
459;8 eggs, cold;"['Eggs' 'Ling common' 'Sesame seed' 'Broccoli' 'Broccoli' 'Eggplants'
 'Rape seed' 'Aubergines' 'Pistachios' 'Cod']";
460;1 cup celery, diced;"['Sunflower seed' 'Celery' 'Rape seed' 'Aubergines' 'Blueberries'
 'Raspberries' 'Sesame seed' 'Mustard seed' 'Butter beans' 'Gooseberries']";
461;1½ c unsalted butter, softened;"['Sunflower seed' 'Mustard seed' 'Sesame seed' 'Butter beans' 'Rape seed'
 'Ground nuts' 'Aubergines' 'Watermelons' 'Gooseberries' 'Butter']";
462;1 teaspoon sweet paprika;"['Gooseberries' 'Coconut milk' 'Raspberries' 'Sesame seed' 'Strawberries'
 'Strawberries' 'Button squash' 'Mandarin' 'Mandarins' 'Asparagus']";
463;1/2 tsp. salt;"['Button squash' 'Mussels' 'Walnuts' 'Octopus' 'Potatoes' 'Rape seed'
 'Asparagus' 'Chick peas' 'Raspberries' 'Ground nuts']";0
464;3/4 cups sugar + 2 Tb. divided;"['Mustard seed' 'Rape seed' 'Nectarines' 'Sesame seed' 'Butter beans'
 'Button squash' 'Sunflower seed' 'Mussels' 'Rutabage' 'Pilchard']";0
465;1/4-1/2 cup fine dry bread crumbs;"['Butter beans' 'Cucumbers' 'Blueberries' 'Sunflower seed' 'Spinach'
 'Quinces' 'Sea bass' 'Currants' 'Cherries' 'Rock fish']";0
466;Parmesan crisps, optional;"['Pistachios' 'Cranberries' 'Watermelons' 'Ling common' 'Prawns' 'Peanuts'
 'Lentils' 'Carrots' 'Pumpkins' 'Mandarin']";0
467;Juice of 1/2 lemon;"['Ling common' 'Lemon' 'Salmon' 'Melons' 'Melons' 'Butter beans' 'Buffalo'
 'Almonds' 'Chicken' 'Quinces']";0
468;Vegetable cooking spray;"['Nectarines' 'Melons' 'Melons' 'Celery' 'Button squash' 'Beetroot'
 'Gherkins' 'Aubergines' 'Artichokes' 'Pistachios']";0
469;1 dash(es) Garlic powder w/ Parsley;"['Chick peas' 'Cauliflowers' 'Sunflower seed' 'Raspberries' 'Sesame seed'
 'Mustard seed' 'Garlic' 'Rape seed' 'Artichokes' 'Cashew nut']";0
470;1/3 cup water;"['Butter' 'Cucumbers' 'Dates' 'Watermelons' 'Butter beans' 'Lobster'
 'Peppers' 'Sunflower seed' 'Mackerel' 'Tomatoes']";0
471;1/2 cup Fresh Mint, chopped;"['Artichokes' 'Quinces' 'Spinach' 'Apricot' 'Cantelope' 'Pineapples'
 'Chick peas' 'Aubergines' 'Pistachios' 'Sesame seed']";0
472;¼ cup lite soy sauce;"['Sunflower seed' 'Rape seed' 'Butter beans' 'Mustard seed' 'Olives'
 'Quinoa' 'Apples' 'Button squash' 'Quinces' 'Peaches']";0
473;4 large artichokes;"['Artichokes' 'Tangerines' 'Peaches' 'Cranberries' 'Blueberries'
 'Raspberries' 'Carrots' 'Chick peas' 'Nectarines' 'Anglerfish']";
474;8 ounces creamy chevre;"['Sunflower seed' 'Sesame seed' 'Peaches' 'Quinces' 'Porbeagle' 'Cucumbers'
 'Cream' 'Mustard seed' 'Butter beans' 'Button squash']";
475;Käse, geriebenen (Pizzakäse);"['Tangerines' 'Nectarines' 'Green beans' 'Raspberries' 'Gooseberries'
 'Butter beans' 'Cherries' 'Porbeagle' 'Aubergines' 'Anglerfish']";0
476;1/2 teaspoon crushed basil;"['Coconut milk' 'Butter beans' 'Peaches' 'Button squash' 'Sea bass'
 'Rape seed' 'Sesame seed' 'Almond milk' 'Green beans' 'Diamond fish']";0
477;3/4 cup sugar;"['Button squash' 'Mustard seed' 'Octopus' 'Pumpkins' 'Pilchard' 'Kangaroo'
 'Cucumbers' 'Rape seed' 'Rock fish' 'Asparagus']";0
478;2 Tbsp. dry sherry (optional);"['Raspberries' 'Herring' 'Gherkins' 'Cherries' 'Mushrooms' 'Tangerines'
 'Cashew nut' 'Aubergines' 'Cranberries' 'Blueberries']";0
479;Pinch of salt;"['Pistachios' 'Pilchard' 'Pineapples' 'Artichokes' 'Quinoa' 'Peaches'
 'Spinach' 'Quinces' 'Pomfret' 'Apricot']";0
480;1 14.5 oz. can of diced tomatoes;"['Tomatoes' 'Potatoes' 'Tomatoes' 'Avocados' 'Rock fish' 'Ground nuts'
 'Capsicums' 'Mandarins' 'Chick peas' 'Tangerines']";
481;4 1/2 cups cooked Sushi Rice;"['Button squash' 'Zucchini' 'Rock fish' 'Artichokes' 'Ground nuts'
 'Diamond fish' 'Rice' 'Coconut milk' 'Quinces' 'Chicken']";
482;Pinch salt;"['Pilchard' 'Pineapples' 'Pistachios' 'Quinces' 'Peaches' 'Spinach'
 'Pumpkins' 'Wheat' 'Artichokes' 'Quinoa']";0
483;50 grams tender stem broccoli, sliced;"['Cranberries' 'Sesame seed' 'Sunflower seed' 'Broccoli' 'Broccoli'
 'Rape seed' 'Almond milk' 'Raspberries' 'Diamond fish' 'Strawberries']";
484;Salt and pepper, as per taste;"['Rape seed' 'Strawberries' 'Strawberries' 'Peppers' 'Sunflower seed'
 'Sea bass' 'Mandarins' 'Pineapples' 'Tangerines' 'Cranberries']";0
485;1 tablespoon amaretto liqueur;"['Sesame seed' 'Tomatoes' 'Tomatoes' 'Almond milk' 'Button squash'
 'Pomfret' 'Lettuce' 'Mackerel' 'Mandarin' 'Rutabage']";0
486;1/2 cup heavy whipping cream;"['Ling common' 'Quinces' 'Whiting' 'Aubergines' 'Nectarines' 'Chick peas'
 'Butter beans' 'Cream' 'Guavas' 'Quinoa']";
487;1 teaspoon granulated sugar;"['Peanuts' 'Button squash' 'Chestnuts' 'Cashew nut' 'Pineapples'
 'Green beans' 'Sesame seed' 'Butter beans' 'Diamond fish' 'Coconut milk']";0
488;Chicken;"['Chicken' 'Chick peas' 'Rice' 'Rockmelon' 'Chestnuts' 'Cashew nut'
 'Artichokes' 'Cheese' 'Whiting' 'Cherries']";
489;1 Cup All-Purpose Flour;"['Pomelo' 'Cauliflowers' 'Cucumbers' 'Cashew nut' 'Almond milk' 'Celery'
 'Almonds' 'Mussels' 'Lobster' 'Pumpkins']";0
490;2 Tbs. plus 2 to 3 cups brewed espresso;"['Mustard seed' 'Cucumbers' 'Blueberries' 'Green beans' 'Butter beans'
 'Cauliflowers' 'Strawberries' 'Strawberries' 'Gooseberries'
 'Button squash']";0
491;1 cup fat-free, less-sodium chicken broth;"['Buffalo milk' 'Chicken' 'Apricot' 'Cashew nut' 'Grapefruit' 'Kiwi fruit'
 'Cuttlefish' 'Green beans' 'Mustard seed' 'Button squash']";0
492;6 tablespoons (3 ounces) red food coloring or 1 teaspoon red gel food coloring dissolved in 6 tablespoons of water;"['Green beans' 'Cantelope' 'Grapefruit' 'Tangerines' 'Ground nuts'
 'Ling common' 'Mustard seed' 'Cauliflowers' 'Diamond fish' 'Coconut milk']";0
493;1 Cup Semolina Flour;"['Cauliflowers' 'Almond milk' 'Lemon' 'Celery' 'Salmon' 'Quinoa'
 'Button squash' 'Buffalo' 'Spinach' 'Pollock']";0
494;1 garlic clove, finely grated;"['Cauliflowers' 'Rape seed' 'Buffalo milk' 'Mustard seed' 'Garlic' 'Barley'
 'Sunflower seed' 'Apricot' 'Mackerel' 'Nectarines']";0
495;Nobu's Vegetable Salad;"['Porbeagle' 'Lobster' 'Rutabage' 'Nectarines' 'Sesame seed' 'Butter beans'
 'Gooseberries' 'Mustard seed' 'Coconut milk' 'Mussels']";
496;1 teaspoon sugar;"['Button squash' 'Kangaroo' 'Beans' 'Watermelons' 'Melons' 'Melons'
 'Diamond fish' 'Peanuts' 'Sea bass' 'Mandarin']";0
497;3 tablespoons fresh cilantro leaves;"['Green beans' 'Cauliflowers' 'Diamond fish' 'Butter beans' 'Eggplants'
 'Asparagus' 'Hazelnuts' 'Chick peas' 'Cuttlefish' 'Pistachios']";0
498;1 cup water;"['Butter' 'Cucumbers' 'Dates' 'Watermelons' 'Butter beans' 'Lobster'
 'Peppers' 'Sunflower seed' 'Mackerel' 'Tomatoes']";0
499;5 large eggs;"['Tangerines' 'Asparagus' 'Rape seed' 'Eggs' 'Aubergines' 'Nectarines'
 'Dates' 'Pears' 'Watermelons' 'Green beans']";
500;12 very thin slices rustic country-style bread (such as pain rustique);"['Ground nuts' 'Pistachios' 'Butter beans' 'Mustard seed' 'Sunflower seed'
 'Chestnuts' 'Cuttlefish' 'Kiwi fruit' 'Soybean' 'Lettuce']";0
501;1 pinch salt;"['Spinach' 'Quinces' 'Apricot' 'Pilchard' 'Pumpkins' 'Artichokes'
 'Pistachios' 'Pineapples' 'Wheat' 'Quinoa']";0
502;1/4 cup all-purpose flour;"['Buffalo milk' 'Cauliflowers' 'Cashew nut' 'Grapefruit' 'Mustard seed'
 'Pomelo' 'Sunflower seed' 'Mussels' 'Lobster' 'Walnuts']";0
503;1 Tbsp of Chinese five-spice powder;"['Chick peas' 'Sesame seed' 'Cauliflowers' 'Rape seed' 'Pineapples'
 'Mustard seed' 'Diamond fish' 'Sunflower seed' 'Cheese' 'Peppers']";0
504;1/2 cup chopped brined green olives plus 2 tablespoons olive brine;"['Green beans' 'Butter beans' 'Gooseberries' 'Aubergines' 'Pineapples'
 'Blueberries' 'Ground nuts' 'Raspberries' 'Ling common' 'Cauliflowers']";
505;2 Green Chilies;"['Green beans' 'Lentils' 'Gooseberries' 'Cherries' 'Chick peas'
 'Ground nuts' 'Cheese' 'Garlic' 'Grapes' 'Olives']";0
506;1 (14.5-ounce) can diced tomatoes, drained;"['Nectarines' 'Mandarin' 'Potatoes' 'Tomatoes' 'Tomatoes' 'Mandarins'
 'Tangerines' 'Mustard seed' 'Avocados' 'Aubergines']";
507;1 tsp. saffron threads;"['Asparagus' 'Butter beans' 'Carrots' 'Rape seed' 'Artichokes'
 'Watermelons' 'Ground nuts' 'Dates' 'Cauliflowers' 'Mustard seed']";0
508;1 1/2 teaspoons vanilla extract;"['Coconut milk' 'Beetroot' 'Capsicums' 'Asparagus' 'Pineapples'
 'Raspberries' 'Watermelons' 'Almond milk' 'Green beans' 'Gooseberries']";0
509;1 tsp Fennel Seeds;"['Fennel' 'Rape seed' 'Pineapples' 'Watermelons' 'Raspberries'
 'Gooseberries' 'Mustard seed' 'Swedes' 'Apples' 'Butter beans']";0
510;4 1/2 cups all-purpose flour;"['Buffalo milk' 'Mustard seed' 'Cauliflowers' 'Mussels' 'Mushrooms'
 'Cashew nut' 'Grapefruit' 'Sunflower seed' 'Pomelo' 'Lobster']";0
511;2 tablespoons extra-virgin olive oil;"['Raspberries' 'Aubergines' 'Coconut milk' 'Rutabage' 'Mandarin' 'Beetroot'
 'Mandarins' 'Tangerines' 'Nectarines' 'Almond milk']";0
512;¼ cup milk or unflavored soy milk;"['Sunflower seed' 'Coconut milk' 'Cauliflowers' 'Ground nuts'
 'Buffalo milk' 'Mustard seed' 'Diamond fish' 'Quinces' 'Pilchard'
 'Potatoes']";
513;5 cups water, divided;"['Mustard seed' 'Sunflower seed' 'Butter beans' 'Rape seed' 'Tangerines'
 'Aubergines' 'Cranberries' 'Blueberries' 'Watermelons' 'Raspberries']";0
514;"A 1""-diameter wooden dowel, a bench scraper, a ruler (optional); a bamboo steamer";"['Green beans' 'Gooseberries' 'Butter beans' 'Sunflower seed' 'Mandarins'
 'Grapefruit' 'Strawberries' 'Strawberries' 'Mandarin' 'Cantelope']";0
515;1/2 cup walnuts;"['Walnuts' 'Hazelnuts' 'Ground nuts' 'Peanuts' 'Currants' 'Eggplants'
 'Pumpkins' 'Chestnuts' 'Cashew nut' 'Chick peas']";
516;1?2 vanilla bean, halved lengthwise;"['Green beans' 'Diamond fish' 'Hazelnuts' 'Pineapples' 'Cranberries'
 'Ground nuts' 'Sesame seed' 'Butter beans' 'Cheese' 'Peanuts']";0
517;4 egg whites;"['Aubergines' 'Peaches' 'Cherries' 'Eggplants' 'Eggs' 'Nectarines'
 'Tangerines' 'Chick peas' 'Dates' 'Raspberries']";
518;Nonstick cooking oil spray;"['Coconut milk' 'Rock fish' 'Artichokes' 'Chick peas' 'Lentils' 'Broccoli'
 'Zucchini' 'Broccoli' 'Nectarines' 'Almond milk']";0
519;1/4 tsp baking soda;"['Butter beans' 'Pumpkins' 'Nectarines' 'Green beans' 'Sesame seed'
 'Ling common' 'Raspberries' 'Mustard seed' 'Quinoa' 'Button squash']";0
520;3/4 cup all purpose flour;"['Buffalo milk' 'Cauliflowers' 'Cashew nut' 'Grapefruit' 'Mustard seed'
 'Pomelo' 'Sunflower seed' 'Mussels' 'Lobster' 'Walnuts']";0
521;Tomato;"['Tomatoes' 'Tomatoes' 'Potatoes' 'Trout' 'Turbot' 'Pomelo' 'Pomfret'
 'Avocados' 'Oats' 'Tuna']";
522;170g / 6 oz pork fillet;"['Rock fish' 'Coconut milk' 'Pomfret' 'Apricot' 'Porbeagle' 'Swordfish'
 'Eggplants' 'Kiwi fruit' 'Ling common' 'Almond milk']";
523;2 Tbsp. butter, chopped;"['Butter beans' 'Raspberries' 'Butter' 'Mustard seed' 'Lobster'
 'Sunflower seed' 'Cantelope' 'Cuttlefish' 'Pistachios' 'Artichokes']";
524;1/4 cup fresh orange juice;"['Tangerines' 'Cranberries' 'Sesame seed' 'Orange' 'Currants' 'Asparagus'
 'Rock fish' 'Cashew nut' 'Grapefruit' 'Kiwi fruit']";0
525;2 slices bread of your choice;"['Pistachios' 'Diamond fish' 'Peaches' 'Rape seed' 'Artichokes'
 'Anglerfish' 'Chick peas' 'Cauliflowers' 'Mustard seed' 'Olives']";0
526;1/2 cup pickle slices;"['Chick peas' 'Apples' 'Quinces' 'Pumpkins' 'Sunflower seed' 'Rock fish'
 'Rape seed' 'Artichokes' 'Cuttlefish' 'Aubergines']";0
527;3 cups shredded carrots;"['Carrots' 'Mushrooms' 'Blueberries' 'Green beans' 'Gooseberries' 'Apricot'
 'Mussels' 'Cherries' 'Beetroot' 'Currants']";0
528;8 chicken drumettes or wings, tips removed and discarded;"['Butter beans' 'Chick peas' 'Button squash' 'Mustard seed' 'Diamond fish'
 'Sunflower seed' 'Aubergines' 'Watermelons' 'Green beans' 'Ling common']";
529;1 yellow onion, cut into 1/2-inch dice;"['Coconut milk' 'Cashew nut' 'Nectarines' 'Button squash' 'Quinces'
 'Lettuce' 'Potatoes' 'Rock fish' 'Hazelnuts' 'Pistachios']";0
530;1/3 cup Pecorino shavings using a potato peeler;"['Potatoes' 'Coconut milk' 'Mustard seed' 'Peanuts' 'Peppers' 'Porbeagle'
 'Cantelope' 'Nectarines' 'Pistachios' 'Pineapples']";0
531;2 slices cheese;"['Cheese' 'Peaches' 'Pistachios' 'Chick peas' 'Sesame seed' 'Olives'
 'Quinces' 'Cherries' 'Capsicums' 'Rape seed']";
532;1 cup sliced ripe banana;"['Butter beans' 'Chick peas' 'Green beans' 'Raspberries' 'Blueberries'
 'Cauliflowers' 'Mustard seed' 'Gooseberries' 'Quinoa' 'Sunflower seed']";0
533;3 tbsps. olive oil;"['Olives' 'Mussels' 'Cuttlefish' 'Raspberries' 'Almond milk' 'Sole'
 'Strawberries' 'Buffalo milk' 'Strawberries' 'Coconut milk']";0
534;2 to 3 sprigs fresh thyme, plus more for serving;"['Sesame seed' 'Sunflower seed' 'Asparagus' 'Rockmelon' 'Kiwi fruit'
 'Blueberries' 'Mustard seed' 'Gooseberries' 'Diamond fish' 'Button squash']";0
535;1/4 cup fresh lemon juice;"['Almond milk' 'Green beans' 'Buffalo milk' 'Rape seed' 'Rock fish'
 'Kiwi fruit' 'Grapefruit' 'Cashew nut' 'Ling common' 'Mustard seed']";0
536;1 ounce (1/2 cup) enoki mushrooms, bottoms cuts;"['Mushrooms' 'Ground nuts' 'Rhombus' 'Beetroot' 'Cucumbers' 'Chestnuts'
 'Rock fish' 'Green beans' 'Ling common' 'Button squash']";
537;1 teaspoon worcestershire sauce;"['Raspberries' 'Gooseberries' 'Tangerines' 'Strawberries' 'Strawberries'
 'Button squash' 'Sunflower seed' 'Rape seed' 'Cashew nut' 'Cranberries']";0
538;6 cloves garlic, sliced;"['Sunflower seed' 'Sesame seed' 'Mustard seed' 'Garlic' 'Rape seed'
 'Nectarines' 'Pears' 'Buffalo milk' 'Cauliflowers' 'Olives']";
539;1/2 cup sliced almonds, toasted;"['Diamond fish' 'Almonds' 'Capsicums' 'Eggplants' 'Ground nuts'
 'Almond milk' 'Cauliflowers' 'Melons' 'Salmon' 'Quinoa']";0
540;3/4 cup chopped peeled mango;"['Sunflower seed' 'Rape seed' 'Mustard seed' 'Butter beans' 'Chick peas'
 'Shark mako' 'Green beans' 'Sesame seed' 'Pomelo' 'Apples']";0
541;1/2 tsp Garlic Powder;"['Garlic' 'Cauliflowers' 'Apricot' 'Artichokes' 'Nectarines' 'Strawberries'
 'Strawberries' 'Mustard seed' 'Barley' 'Ginger']";0
542;1 Teaspoon Salt;"['Peanuts' 'Beetroot' 'Sea bass' 'Tomatoes' 'Tomatoes' 'Pineapples'
 'Chick peas' 'Cashew nut' 'Peas' 'Tuna']";0
543;4 teaspoons (packed) brown sugar, light or dark;"['Gooseberries' 'Button squash' 'Raspberries' 'Sesame seed' 'Coconut milk'
 'Diamond fish' 'Peppers' 'Kangaroo' 'Mackerel' 'Rape seed']";0
544;1/4 cup minced carrot;"['Quinces' 'Carrots' 'Cucumbers' 'Ling common' 'Coconut milk' 'Quinoa'
 'Turbot' 'Ginger' 'Spinach' 'Apricot']";
